,page_id,revision_id,revision_id.key,has_template,revision_text_bytes,stems_length,category_links,cite_templates,cn_templates,images_in_tags,infobox_templates,paragraphs_without_refs,shortened_footnote_templates,who_templates,words_to_watch_matches,revision_words,revision_chars,revision_content_chars,external_links,headings_by_level(2),ref_tags,revision_templates,revision_wikilinks,article_quality_score,idf
252,172761,492487268,642771353,1.0,31891.0,21613.0,7.0,5.0,1.0,0.0,0.0,30713.0,0.0,3.0,61.0,4848.0,31831.0,27640.0,7.0,8.0,10.0,28.0,176.0,C,7.677896723937935
253,5807256,385534260,385543633,1.0,2362.0,1398.0,1.0,0.0,3.0,0.0,1.0,928.0,0.0,0.0,2.0,297.0,2334.0,1373.0,1.0,4.0,2.0,14.0,21.0,Start,11.967995609827328
254,24719237,326015223,359011816,1.0,1295.0,825.0,0.0,0.0,0.0,0.0,0.0,1291.0,0.0,0.0,1.0,180.0,1295.0,1191.0,0.0,1.0,0.0,2.0,4.0,Stub,15.605581769553712
255,1749123,830798955,522516834,0.0,3847.0,2089.0,2.0,7.0,2.0,0.0,0.0,1021.0,0.0,0.0,6.0,445.0,3843.0,1725.0,7.0,3.0,7.0,14.0,29.0,Start,15.605581769553712
256,481447,240897350,240831874,0.0,16858.0,10316.0,3.0,0.0,1.0,0.0,0.0,2568.0,0.0,0.0,39.0,2250.0,16543.0,14327.0,5.0,7.0,1.0,12.0,139.0,B,9.614117222445731
257,3133628,179043467,178990405,0.0,5353.0,3500.0,1.0,5.0,0.0,0.0,0.0,5339.0,0.0,0.0,12.0,859.0,5353.0,4122.0,5.0,3.0,0.0,9.0,20.0,Start,15.605581769553712
258,1561639,961149930,654334783,0.0,14390.0,9177.0,4.0,7.0,0.0,0.0,1.0,7281.0,0.0,0.0,30.0,2106.0,14388.0,10957.0,10.0,7.0,10.0,13.0,49.0,C,11.654338050972283
259,150292,424144870,560750304,1.0,34541.0,21112.0,2.0,0.0,1.0,0.0,0.0,22018.0,0.0,0.0,213.0,4962.0,34476.0,28018.0,11.0,8.0,8.0,6.0,563.0,B,12.34748523153223
260,60114,895728119,854360020,0.0,16057.0,8712.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1992.0,16041.0,9567.0,23.0,9.0,41.0,31.0,71.0,C,15.605581769553712
261,23014670,502684357,502684180,0.0,42572.0,25695.0,5.0,1.0,3.0,0.0,0.0,1919.0,0.0,0.0,69.0,5555.0,42010.0,34467.0,22.0,8.0,78.0,13.0,189.0,B,15.605581769553712
262,565300,161325197,158616477,0.0,5180.0,3491.0,1.0,0.0,0.0,0.0,0.0,5166.0,0.0,0.0,9.0,794.0,5176.0,4714.0,0.0,2.0,0.0,4.0,18.0,Start,9.365305924382945
263,39708388,746633538,735007149,0.0,5289.0,2751.0,1.0,10.0,0.0,0.0,1.0,1793.0,0.0,0.0,5.0,542.0,5270.0,2162.0,15.0,6.0,10.0,16.0,9.0,Start,14.912434588993769
264,55887011,330137783,286807662,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,26.0,21.0,0.0,0.0,0.0,0.0,1.0,Stub,14.21928740843382
265,438953,268847610,268655244,0.0,20284.0,12059.0,5.0,11.0,3.0,0.0,0.0,6607.0,0.0,1.0,36.0,2797.0,20199.0,16027.0,20.0,8.0,26.0,18.0,121.0,C,12.34748523153223
266,25122906,346076932,355772296,1.0,37874.0,23152.0,1.0,2.0,1.0,0.0,0.0,6284.0,0.0,0.0,66.0,5187.0,37797.0,30200.0,37.0,10.0,31.0,12.0,306.0,B,12.171594565068569
267,447472,955097969,867768927,0.0,46051.0,21520.0,8.0,55.0,0.0,0.0,1.0,626.0,0.0,0.0,24.0,4616.0,46014.0,12709.0,91.0,13.0,62.0,103.0,173.0,GA,7.8705855755309315
268,858114,462420489,380907779,0.0,17741.0,11425.0,12.0,2.0,2.0,0.0,1.0,11426.0,0.0,0.0,34.0,2542.0,17705.0,14174.0,8.0,9.0,8.0,13.0,129.0,C,11.328915650537658
269,1764998,377024699,376790579,0.0,8426.0,5554.0,1.0,0.0,1.0,0.0,0.0,7439.0,0.0,0.0,22.0,1236.0,8426.0,7372.0,3.0,5.0,1.0,4.0,75.0,B,11.301516676349545
270,3384967,758435215,224249843,0.0,7316.0,4788.0,3.0,2.0,1.0,0.0,1.0,3221.0,0.0,0.0,10.0,1017.0,7307.0,5536.0,0.0,6.0,3.0,7.0,82.0,Start,11.734380758645822
271,2193,492192568,365092849,0.0,26137.0,16634.0,4.0,1.0,0.0,0.0,0.0,10888.0,0.0,0.0,22.0,3626.0,26101.0,21653.0,17.0,8.0,9.0,13.0,207.0,B,11.892009702849403
272,4545,618581636,618617230,1.0,140764.0,88173.0,3.0,41.0,12.0,3.0,1.0,30601.0,0.0,0.0,262.0,19365.0,140575.0,116475.0,81.0,14.0,198.0,101.0,477.0,B,9.119420980609624
273,794112,458089148,537946930,1.0,6055.0,3743.0,5.0,0.0,1.0,0.0,0.0,4132.0,0.0,0.0,30.0,865.0,6055.0,5234.0,5.0,6.0,3.0,4.0,60.0,Start,13.813822300325658
274,1558403,699523975,715480873,1.0,2780.0,1718.0,2.0,0.0,0.0,0.0,0.0,2766.0,0.0,0.0,4.0,376.0,2778.0,2041.0,3.0,6.0,0.0,9.0,16.0,Start,13.996143857119613
275,154459,641093710,694189609,1.0,8926.0,5491.0,2.0,0.0,0.0,0.0,0.0,8858.0,0.0,0.0,13.0,1236.0,8886.0,6592.0,7.0,5.0,0.0,5.0,83.0,B,13.408357192217494
276,72335,249773742,249773657,0.0,6824.0,4252.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,986.0,6790.0,5465.0,0.0,2.0,17.0,11.0,76.0,C,10.96119087041234
277,167316,195815848,195071407,0.0,14073.0,9511.0,4.0,0.0,0.0,0.0,0.0,4848.0,0.0,0.0,30.0,2147.0,14025.0,13116.0,2.0,8.0,1.0,5.0,78.0,B,4.959038450336223
278,14868790,190114565,190229830,1.0,6076.0,3143.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,671.0,6067.0,2885.0,13.0,3.0,10.0,12.0,48.0,Start,15.605581769553712
279,34345039,774820294,726212327,0.0,2080.0,999.0,2.0,0.0,0.0,0.0,1.0,2076.0,0.0,0.0,0.0,157.0,2080.0,481.0,0.0,1.0,0.0,6.0,19.0,Stub,14.21928740843382
280,3154064,908413819,793744297,0.0,2597.0,1567.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,340.0,2581.0,2072.0,3.0,3.0,1.0,1.0,19.0,Start,14.21928740843382
281,31802285,641425329,647014220,1.0,3148.0,1852.0,7.0,0.0,0.0,0.0,1.0,3084.0,0.0,0.0,3.0,363.0,3090.0,1998.0,0.0,3.0,0.0,8.0,42.0,Start,12.386705944685511
282,172880,501779946,565479865,1.0,7064.0,4741.0,8.0,1.0,0.0,0.0,0.0,7033.0,0.0,0.0,7.0,1018.0,7049.0,5511.0,2.0,5.0,3.0,8.0,76.0,C,12.23828593956724
283,21208262,811404244,776692702,0.0,94269.0,55393.0,4.0,82.0,8.0,0.0,0.0,0.0,1.0,0.0,112.0,11583.0,94094.0,57877.0,71.0,12.0,161.0,159.0,801.0,B,15.605581769553712
284,227086,799792753,769429567,0.0,20913.0,13370.0,4.0,5.0,11.0,0.0,0.0,10043.0,0.0,0.0,38.0,3078.0,20904.0,17283.0,13.0,4.0,11.0,29.0,105.0,C,11.19886252228946
285,894099,863701092,628722816,0.0,6939.0,4382.0,7.0,3.0,0.0,0.0,1.0,4634.0,0.0,0.0,10.0,1044.0,6934.0,4537.0,4.0,7.0,3.0,12.0,27.0,Start,13.302996676559667
286,1702759,456671188,459236155,1.0,31372.0,22163.0,4.0,1.0,0.0,0.0,1.0,30444.0,0.0,0.0,110.0,4912.0,31280.0,28920.0,8.0,8.0,4.0,12.0,48.0,C,10.524177404569247
287,24591,119189974,139669302,1.0,56404.0,35747.0,3.0,9.0,8.0,0.0,0.0,3398.0,0.0,0.0,134.0,7675.0,56366.0,45847.0,67.0,11.0,29.0,26.0,242.0,B,10.685600843725588
288,19981527,381448626,380862378,0.0,15865.0,8500.0,4.0,20.0,0.0,0.0,0.0,777.0,0.0,0.0,24.0,1862.0,15845.0,8708.0,20.0,6.0,28.0,26.0,93.0,GA,10.700306991115283
289,410161,641426972,770091443,1.0,24830.0,14297.0,5.0,13.0,3.0,0.0,0.0,13744.0,0.0,0.0,24.0,2935.0,24575.0,16017.0,20.0,26.0,19.0,35.0,264.0,C,14.21928740843382
290,32541,731489010,612351232,0.0,63367.0,37448.0,5.0,83.0,2.0,0.0,1.0,8486.0,0.0,0.0,44.0,8100.0,63185.0,30265.0,33.0,18.0,100.0,101.0,196.0,B,14.912434588993769
291,505243,379969212,379958897,0.0,24349.0,13994.0,4.0,3.0,0.0,0.0,1.0,10236.0,0.0,0.0,36.0,3008.0,24068.0,18896.0,16.0,13.0,5.0,14.0,235.0,B,10.549335964205405
292,396490,130317700,161171120,1.0,10243.0,6900.0,2.0,0.0,0.0,0.0,0.0,10183.0,0.0,0.0,34.0,1532.0,10211.0,9516.0,0.0,5.0,0.0,1.0,60.0,B,15.605581769553712
293,7677,652700635,715942872,1.0,26081.0,16559.0,3.0,8.0,1.0,0.0,0.0,12827.0,0.0,0.0,39.0,3683.0,26067.0,20588.0,16.0,10.0,17.0,75.0,123.0,C,15.605581769553712
294,396639,376512076,375074202,0.0,18564.0,12282.0,5.0,0.0,1.0,0.0,1.0,14135.0,0.0,0.0,28.0,2875.0,18554.0,16274.0,5.0,7.0,6.0,7.0,85.0,B,15.605581769553712
295,553888,548080210,641598023,1.0,5383.0,3581.0,4.0,0.0,0.0,0.0,0.0,5361.0,0.0,0.0,14.0,805.0,5383.0,4756.0,0.0,3.0,0.0,5.0,62.0,Start,15.605581769553712
296,291880,440411747,424906227,0.0,14347.0,7757.0,6.0,7.0,0.0,0.0,1.0,9394.0,0.0,0.0,14.0,1579.0,14257.0,8506.0,24.0,9.0,13.0,13.0,152.0,C,10.707741969602802
297,105925,184848348,184846722,0.0,7617.0,4832.0,5.0,0.0,4.0,0.0,0.0,7477.0,0.0,0.0,14.0,1099.0,7515.0,6499.0,1.0,9.0,0.0,5.0,77.0,B,14.21928740843382
298,49607,103045188,180571868,1.0,5316.0,3519.0,1.0,0.0,0.0,0.0,0.0,5256.0,0.0,0.0,18.0,750.0,5268.0,4643.0,2.0,4.0,0.0,6.0,65.0,Start,7.960184070125079
299,468974,416622980,300730799,0.0,24032.0,13405.0,2.0,37.0,0.0,0.0,1.0,1137.0,0.0,0.0,29.0,2988.0,23981.0,11992.0,31.0,5.0,62.0,82.0,150.0,GA,14.21928740843382
300,594486,92639036,104276603,1.0,12091.0,8398.0,1.0,0.0,0.0,0.0,0.0,12043.0,0.0,0.0,27.0,2070.0,12082.0,11832.0,1.0,9.0,0.0,3.0,19.0,B,10.154543315988011
301,19881804,625073575,697431296,1.0,22056.0,13372.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,34.0,2987.0,22015.0,15840.0,25.0,9.0,22.0,22.0,119.0,B,8.97754039337418
302,704544,487318585,446832236,0.0,7062.0,3997.0,2.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,9.0,912.0,7062.0,5116.0,1.0,2.0,1.0,3.0,149.0,Start,13.302996676559667
303,341486,285947899,285904454,0.0,16852.0,10881.0,2.0,0.0,1.0,0.0,0.0,10579.0,0.0,0.0,54.0,2626.0,16849.0,15208.0,12.0,8.0,13.0,3.0,67.0,B,13.207686496755342
304,990772,169156042,168805752,0.0,2409.0,1492.0,5.0,1.0,0.0,0.0,0.0,1273.0,0.0,0.0,8.0,343.0,2406.0,1823.0,2.0,2.0,1.0,4.0,28.0,Start,13.996143857119613
305,230461,784556799,828001934,1.0,1478.0,842.0,3.0,1.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,169.0,1466.0,799.0,2.0,2.0,2.0,12.0,12.0,Stub,12.832993047313932
306,25122906,355772296,346076932,0.0,38002.0,23208.0,1.0,2.0,0.0,0.0,0.0,7308.0,0.0,0.0,66.0,5199.0,37925.0,30381.0,37.0,10.0,31.0,10.0,308.0,FA,12.171594565068569
307,29919,443135912,443138295,1.0,72783.0,41943.0,10.0,53.0,6.0,0.0,1.0,2154.0,0.0,0.0,53.0,8927.0,71494.0,38768.0,54.0,15.0,136.0,281.0,445.0,B,7.923560258726838
308,42152,292178344,292245293,1.0,29091.0,19951.0,3.0,1.0,6.0,0.0,0.0,21791.0,0.0,0.0,67.0,4326.0,28902.0,25934.0,10.0,10.0,12.0,18.0,180.0,B,10.154543315988011
309,978768,236821692,236859889,1.0,1934.0,1316.0,3.0,0.0,0.0,0.0,0.0,1930.0,0.0,0.0,3.0,283.0,1934.0,1718.0,0.0,0.0,0.0,3.0,14.0,Stub,13.120675119765712
310,1558403,715480873,699523975,0.0,2500.0,1551.0,2.0,0.0,0.0,0.0,0.0,2486.0,0.0,0.0,4.0,346.0,2498.0,2052.0,3.0,6.0,0.0,2.0,16.0,Start,13.996143857119613
311,30878159,414018871,483303779,1.0,390.0,266.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,1.0,54.0,390.0,262.0,0.0,0.0,0.0,3.0,3.0,Stub,15.605581769553712
312,2064051,228206830,228303329,1.0,4043.0,2231.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,485.0,4043.0,2550.0,13.0,4.0,2.0,5.0,37.0,Start,13.6596716204984
313,78449,200813468,236697432,1.0,11601.0,6850.0,6.0,4.0,0.0,0.0,0.0,7799.0,0.0,0.0,12.0,1397.0,11410.0,6300.0,2.0,5.0,10.0,143.0,109.0,C,12.966524439938452
314,18799248,674382354,674169392,0.0,4824.0,2968.0,2.0,0.0,2.0,4.0,1.0,472.0,0.0,0.0,6.0,606.0,4791.0,2945.0,4.0,5.0,3.0,10.0,31.0,Start,14.21928740843382
315,18938115,346905225,331849427,0.0,2982.0,1884.0,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,0.0,3.0,388.0,2982.0,2927.0,1.0,0.0,0.0,0.0,12.0,Start,8.098989989482872
316,1668007,732468305,724854985,0.0,5890.0,3091.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,640.0,5877.0,2484.0,14.0,4.0,15.0,11.0,50.0,Start,13.408357192217494
317,21615,56557020,56182616,0.0,30415.0,18900.0,8.0,0.0,1.0,0.0,0.0,24968.0,0.0,0.0,75.0,4070.0,30222.0,26177.0,25.0,9.0,39.0,6.0,163.0,B,9.86578885737448
318,4133951,641423446,714937998,1.0,13039.0,8853.0,6.0,0.0,0.0,0.0,3.0,12863.0,0.0,0.0,44.0,2157.0,12911.0,11328.0,1.0,3.0,0.0,19.0,30.0,Start,15.605581769553712
319,14336,784749333,796948620,1.0,13849.0,7778.0,2.0,7.0,1.0,0.0,0.0,2131.0,0.0,0.0,23.0,1726.0,13677.0,6575.0,9.0,4.0,20.0,17.0,157.0,C,12.427527939205769
320,132471,445196170,512850283,1.0,30357.0,18231.0,13.0,3.0,3.0,0.0,1.0,4491.0,0.0,0.0,47.0,3874.0,29989.0,23411.0,25.0,7.0,21.0,20.0,241.0,B,14.912434588993769
321,29256307,391571383,392114426,1.0,2235.0,1514.0,0.0,0.0,0.0,0.0,0.0,2217.0,0.0,0.0,5.0,339.0,2223.0,2136.0,0.0,3.0,0.0,2.0,0.0,Stub,14.912434588993769
322,147101,623131161,717738810,1.0,19627.0,12880.0,2.0,3.0,4.0,0.0,0.0,9939.0,0.0,0.0,53.0,2899.0,19597.0,16501.0,8.0,13.0,8.0,23.0,103.0,C,12.109074208087232
323,227086,769429567,799792753,1.0,21843.0,14028.0,4.0,5.0,11.0,0.0,0.0,11738.0,0.0,0.0,40.0,3232.0,21834.0,18211.0,13.0,4.0,11.0,31.0,107.0,C,11.19886252228946
324,6097020,811274319,789814101,0.0,3065.0,1816.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,379.0,3065.0,1257.0,4.0,3.0,4.0,9.0,26.0,Stub,10.211954223201351
325,29256307,392114426,391571383,0.0,5484.0,3348.0,2.0,5.0,0.0,0.0,0.0,5456.0,0.0,0.0,9.0,721.0,5468.0,3744.0,3.0,7.0,7.0,7.0,2.0,Start,14.912434588993769
326,2723308,779290546,771147212,0.0,3895.0,2434.0,8.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0,7.0,519.0,3844.0,3481.0,4.0,5.0,2.0,3.0,18.0,Start,15.605581769553712
327,132471,512850283,445196170,0.0,31028.0,18682.0,16.0,3.0,3.0,0.0,1.0,8367.0,0.0,0.0,46.0,3953.0,30638.0,23722.0,25.0,7.0,18.0,24.0,245.0,C,14.912434588993769
328,4133951,714937998,641423446,0.0,13319.0,8975.0,7.0,1.0,0.0,0.0,3.0,12371.0,0.0,0.0,44.0,2191.0,13191.0,11476.0,2.0,5.0,1.0,19.0,32.0,Start,15.605581769553712
329,9598,840624348,896212606,1.0,18042.0,9272.0,4.0,8.0,0.0,0.0,0.0,810.0,0.0,0.0,13.0,2275.0,17989.0,9235.0,25.0,10.0,14.0,93.0,129.0,C,12.23828593956724
330,858756,64954132,36772651,0.0,4560.0,2711.0,2.0,0.0,0.0,0.0,0.0,4542.0,0.0,0.0,10.0,586.0,4556.0,3642.0,8.0,8.0,0.0,3.0,50.0,Start,9.37510032197523
331,614385,938949172,939589821,1.0,18241.0,8529.0,11.0,11.0,0.0,0.0,1.0,522.0,0.0,0.0,32.0,1901.0,18237.0,10935.0,57.0,6.0,51.0,16.0,71.0,GA,14.21928740843382
332,238839,707311061,714638080,1.0,42171.0,23633.0,9.0,59.0,1.0,0.0,0.0,3692.0,0.0,0.0,44.0,4898.0,41989.0,17102.0,30.0,10.0,80.0,88.0,154.0,B,10.649754711952452
333,10172453,475188734,485384115,1.0,8782.0,5620.0,6.0,2.0,1.0,0.0,0.0,4285.0,0.0,0.0,16.0,1221.0,8762.0,7336.0,5.0,7.0,4.0,8.0,92.0,C,12.386705944685511
334,1946946,623347021,621070058,0.0,11249.0,6727.0,4.0,6.0,2.0,0.0,0.0,6847.0,0.0,0.0,21.0,1491.0,11237.0,8901.0,9.0,4.0,11.0,14.0,33.0,C,13.996143857119613
335,6097020,789814101,811274319,1.0,3357.0,1927.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,402.0,3357.0,1268.0,5.0,3.0,6.0,12.0,27.0,Start,10.211954223201351
336,205834,745203422,551888420,0.0,11008.0,6235.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1343.0,10994.0,6985.0,14.0,7.0,12.0,14.0,73.0,C,7.2858643827031075
337,48206810,694762374,694907556,1.0,4307.0,2688.0,2.0,2.0,0.0,0.0,1.0,4273.0,0.0,0.0,4.0,477.0,4273.0,2307.0,2.0,5.0,2.0,8.0,35.0,Start,12.427527939205769
338,18799248,674169392,674382354,1.0,4926.0,3118.0,2.0,0.0,3.0,4.0,1.0,2465.0,0.0,0.0,7.0,635.0,4893.0,2838.0,3.0,5.0,2.0,14.0,31.0,Start,14.21928740843382
339,1305348,363441667,391808526,1.0,8269.0,3785.0,8.0,5.0,1.0,0.0,0.0,1681.0,0.0,0.0,8.0,828.0,8218.0,4684.0,26.0,5.0,24.0,13.0,60.0,C,9.834140646423696
340,20423,282764215,282620270,0.0,105703.0,64433.0,8.0,106.0,1.0,0.0,1.0,16122.0,0.0,0.0,162.0,13840.0,105295.0,65461.0,64.0,13.0,139.0,131.0,478.0,B,6.8416847624142525
341,23134802,672043546,672044112,1.0,2325.0,1467.0,4.0,0.0,1.0,0.0,0.0,2305.0,0.0,0.0,3.0,331.0,2309.0,1986.0,2.0,3.0,0.0,5.0,10.0,Start,13.813822300325658
342,49607,180571868,103045188,0.0,3846.0,2406.0,2.0,0.0,1.0,0.0,0.0,3781.0,0.0,0.0,10.0,494.0,3785.0,2819.0,4.0,3.0,0.0,6.0,62.0,Start,7.960184070125079
343,42886791,610496365,610502604,1.0,3780.0,2044.0,0.0,8.0,0.0,0.0,0.0,182.0,0.0,0.0,5.0,455.0,3765.0,2107.0,9.0,4.0,8.0,14.0,4.0,Start,14.912434588993769
344,706339,178808277,178954791,1.0,3352.0,2280.0,2.0,0.0,1.0,0.0,0.0,3340.0,0.0,0.0,9.0,533.0,3352.0,3000.0,0.0,1.0,0.0,4.0,20.0,Start,14.21928740843382
345,30221421,170742684,170657491,0.0,2458.0,1596.0,3.0,0.0,1.0,0.0,0.0,2448.0,0.0,0.0,7.0,369.0,2454.0,2044.0,0.0,2.0,0.0,4.0,33.0,Start,12.273377259378508
346,28630482,472581303,478385818,1.0,8706.0,5291.0,7.0,0.0,0.0,0.0,1.0,3970.0,0.0,0.0,5.0,1039.0,8688.0,6903.0,11.0,4.0,6.0,6.0,53.0,C,11.994663856909488
347,250548,308600262,308649640,1.0,41444.0,27624.0,3.0,0.0,5.0,0.0,0.0,5431.0,0.0,0.0,75.0,6051.0,41307.0,37382.0,8.0,6.0,20.0,14.0,319.0,B,12.204384387891558
348,23533163,453036658,482130385,1.0,39985.0,21193.0,2.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,4664.0,39818.0,19331.0,73.0,5.0,87.0,81.0,156.0,GA,12.56105933183029
349,451625,358279517,358199129,0.0,8080.0,5006.0,4.0,0.0,0.0,0.0,1.0,3950.0,0.0,0.0,15.0,1076.0,8063.0,6300.0,11.0,7.0,5.0,8.0,35.0,C,14.912434588993769
350,947958,618261154,632709356,1.0,5295.0,3275.0,5.0,0.0,5.0,0.0,0.0,4145.0,0.0,0.0,6.0,630.0,5292.0,3108.0,2.0,5.0,2.0,26.0,22.0,Start,14.912434588993769
351,7677,715942872,652700635,0.0,25210.0,16050.0,3.0,8.0,1.0,0.0,0.0,13216.0,0.0,0.0,40.0,3609.0,25196.0,20537.0,16.0,9.0,16.0,43.0,103.0,C,15.605581769553712
352,26005215,726483943,712081189,0.0,2998.0,1683.0,9.0,3.0,0.0,0.0,1.0,2985.0,0.0,0.0,5.0,343.0,2987.0,1474.0,3.0,2.0,3.0,8.0,32.0,Start,13.526140227873876
353,20423,282620270,282764215,1.0,105670.0,64414.0,8.0,106.0,1.0,0.0,1.0,16089.0,0.0,0.0,162.0,13835.0,105262.0,65461.0,64.0,13.0,139.0,131.0,478.0,B,6.8416847624142525
354,706339,178954791,178808277,0.0,3371.0,2290.0,2.0,0.0,1.0,0.0,0.0,3359.0,0.0,0.0,9.0,535.0,3371.0,3000.0,0.0,1.0,0.0,4.0,20.0,Start,14.21928740843382
355,154459,694189609,641093710,0.0,1743.0,1062.0,6.0,1.0,0.0,0.0,0.0,1735.0,0.0,0.0,1.0,209.0,1743.0,1288.0,1.0,3.0,2.0,8.0,10.0,Stub,13.408357192217494
356,3426485,601012636,603062430,1.0,37610.0,21756.0,19.0,26.0,0.0,0.0,1.0,15673.0,0.0,0.0,55.0,4792.0,37537.0,26970.0,33.0,9.0,35.0,65.0,185.0,B,9.297483328044182
357,43831347,625675933,629053090,1.0,391.0,260.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,51.0,391.0,236.0,0.0,0.0,0.0,4.0,2.0,Stub,11.598248584321242
358,404334,804926555,803828919,0.0,24616.0,14481.0,12.0,35.0,0.0,0.0,1.0,1091.0,27.0,0.0,12.0,3037.0,24569.0,12190.0,35.0,7.0,39.0,100.0,75.0,GA,10.07615268204229
359,5585584,514296899,599260600,1.0,1813.0,1177.0,2.0,0.0,3.0,0.0,0.0,1411.0,0.0,0.0,5.0,257.0,1813.0,1475.0,1.0,1.0,1.0,10.0,7.0,Stub,15.605581769553712
360,5175416,641431935,821177855,1.0,1350.0,804.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1350.0,659.0,2.0,1.0,1.0,8.0,9.0,Stub,13.526140227873876
361,262954,476994572,646675214,1.0,4677.0,3070.0,4.0,0.0,1.0,0.0,0.0,4633.0,0.0,0.0,11.0,662.0,4655.0,3714.0,1.0,2.0,0.0,3.0,40.0,Start,11.654338050972283
362,772540,671801500,641259729,0.0,68932.0,41820.0,10.0,36.0,15.0,0.0,1.0,29599.0,0.0,0.0,129.0,9525.0,68537.0,52702.0,48.0,9.0,49.0,79.0,257.0,B,15.605581769553712
363,31395,92475542,79896120,0.0,19997.0,12526.0,5.0,0.0,2.0,0.0,0.0,8220.0,0.0,0.0,19.0,2689.0,19965.0,17515.0,11.0,8.0,30.0,4.0,151.0,B,8.776869697912028
364,1749123,522516834,830798955,1.0,6537.0,3820.0,2.0,7.0,2.0,0.0,0.0,2090.0,0.0,0.0,6.0,838.0,6507.0,3879.0,7.0,4.0,7.0,19.0,60.0,C,15.605581769553712
365,3154064,793744297,908413819,1.0,2818.0,1713.0,2.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,5.0,369.0,2802.0,2246.0,3.0,3.0,1.0,2.0,19.0,Start,14.21928740843382
366,31802285,647014220,641425329,0.0,5861.0,2919.0,7.0,6.0,0.0,0.0,1.0,913.0,0.0,0.0,3.0,562.0,5837.0,2834.0,6.0,6.0,6.0,12.0,77.0,Start,12.386705944685511
367,757202,580627291,514999575,0.0,6905.0,4250.0,11.0,5.0,0.0,0.0,0.0,5971.0,0.0,0.0,15.0,997.0,6903.0,4820.0,5.0,4.0,12.0,16.0,49.0,C,11.821392135635453
368,175461,954545005,824378959,0.0,26516.0,14846.0,2.0,42.0,8.0,0.0,0.0,1456.0,26.0,0.0,23.0,2982.0,26139.0,7934.0,41.0,9.0,18.0,114.0,92.0,C,13.302996676559667
369,459417,317448074,317993641,1.0,29544.0,18214.0,3.0,1.0,2.0,0.0,0.0,11822.0,0.0,0.0,36.0,4156.0,29362.0,25276.0,22.0,11.0,30.0,10.0,131.0,B,14.21928740843382
370,1328783,586779044,523596435,0.0,6600.0,3522.0,8.0,0.0,1.0,0.0,1.0,3843.0,0.0,0.0,4.0,757.0,6600.0,3950.0,9.0,7.0,6.0,13.0,41.0,C,13.526140227873876
371,42387,416825220,416826792,1.0,14355.0,8900.0,3.0,0.0,3.0,0.0,1.0,11327.0,0.0,0.0,39.0,2054.0,14302.0,11517.0,9.0,7.0,2.0,12.0,125.0,B,6.881537023600243
372,44312,494568146,502616998,1.0,26715.0,16012.0,4.0,1.0,2.0,0.0,0.0,1018.0,0.0,0.0,44.0,3514.0,26537.0,22975.0,32.0,7.0,23.0,24.0,207.0,B,5.761366628482656
373,172644,756765547,782631373,1.0,43777.0,25883.0,4.0,51.0,4.0,0.0,0.0,817.0,0.0,0.0,59.0,5597.0,43678.0,24588.0,40.0,9.0,75.0,68.0,101.0,B,9.80346339417665
374,565300,158616477,161325197,1.0,5129.0,3456.0,1.0,0.0,0.0,0.0,0.0,5115.0,0.0,0.0,9.0,786.0,5125.0,4683.0,0.0,2.0,0.0,4.0,18.0,Start,9.365305924382945
375,210472,177018044,139769624,0.0,16803.0,10620.0,7.0,4.0,0.0,0.0,0.0,7414.0,0.0,0.0,46.0,2422.0,16713.0,13762.0,10.0,6.0,8.0,8.0,188.0,B,8.401432477517773
376,1090861,702752555,641388887,0.0,5953.0,3883.0,3.0,0.0,0.0,3.0,0.0,5386.0,0.0,0.0,2.0,823.0,5944.0,4762.0,3.0,8.0,2.0,8.0,33.0,C,13.996143857119613
377,468924,164047016,335952093,1.0,18936.0,11825.0,4.0,0.0,0.0,0.0,0.0,18890.0,0.0,0.0,47.0,2918.0,18927.0,17412.0,0.0,8.0,0.0,3.0,59.0,B,12.772368425497495
